pair,date,high,low,open,close,volume
USDT_BTC,1516147200,97.93013516120173,93.03362840314165,95.59212173661555,96.07814155497262,4123273.6568455
USDT_BTC,1516149000,102.47914477181203,97.35518753322143,99.37472477965586,99.58165289361513,3283745.1200703
USDT_BTC,1516150800,100.24505391919611,95.2328012232363,97.76207078318807,97.79641218789688,2695453.0534636
USDT_BTC,1516152600,100.02131302132652,95.0202473702602,96.80592413381822,97.61461560810362,3353290.1125837
USDT_BTC,1516154400,100.42506237862783,95.40380925969643,98.18666362405635,98.43610096195049,1942528.8456361
USDT_BTC,1516156200,100.95038523268545,95.90286597105117,98.49391342268885,99.42173001560634,3116385.0628325
USDT_BTC,1516158000,100.80304516292956,95.76289290478309,97.94120054055297,98.32301308696954,3873920.3900557
USDT_BTC,1516159800,103.58577127403765,98.40648271033577,101.42133696743554,100.32906123004109,3943364.7249046
USDT_BTC,1516161600,99.72483740507384,94.73859553482015,97.1406232758174,98.2599858578398,2422227.1771477
USDT_BTC,1516163400,102.55095888074597,97.42341093670866,100.35616706604772,100.04276773020736,3451213.5346357
USDT_BTC,1516165200,103.94937273899393,98.75190410204422,101.39058010403127,100.12391997854226,2116490.8271881
USDT_BTC,1516167000,100.40696501831022,95.3866167673947,97.58608030549898,98.17944744106609,1596540.8139675
USDT_BTC,1516168800,102.90235911363526,97.75724115795349,100.64624994039161,100.16223213461589,2005653.3661267
USDT_BTC,1516170600,102.19363168300276,97.08395009885263,99.69419918749486,98.73534236138536,1771792.3586869
USDT_BTC,1516172400,104.4937424181717,99.26905529726312,102.50307884048593,102.37902270701085,1504621.3195872
USDT_BTC,1516174200,103.1684521213208,98.01002951525476,100.73294423922374,100.86008560707725,1237032.1008677
USDT_BTC,1516176000,101.62433884407481,96.54312190187107,98.66648390927737,98.74646158510089,2507676.317133
USDT_BTC,1516177800,101.46539424754303,96.39212453516588,99.33909212604006,97.45904179140223,1892781.6853007
USDT_BTC,1516179600,104.75272311433702,99.51508695862016,101.71026286913265,102.35590627320568,1150645.4115413
USDT_BTC,1516181400,102.31403164155199,97.19833005947439,100.44268911001714,99.79429025514315,3673610.9555488
USDT_BTC,1516183200,104.04537673796554,98.84310790106726,101.25711013510845,101.41610640829235,5874389.4041305
USDT_BTC,1516185000,100.35400811197444,95.3363077063757,98.06603604579824,98.21916942990173,3486381.5825344
USDT_BTC,1516186800,102.04726231575539,96.94489919996762,99.87769874731072,99.8051488192965,3542097.5221903
USDT_BTC,1516188600,101.92873101404791,96.8322944633455,100.10233209278385,98.462351875569,3997513.4556245
USDT_BTC,1516190400,96.64300614572605,91.81085583843974,94.95106144003057,94.93543178460324,3306763.7716603
USDT_BTC,1516192200,103.21678282544889,98.05594368417644,101.01200052656742,100.7215094036775,2729574.3377654
USDT_BTC,1516194000,105.22113088262441,99.96007433849319,102.18618457061244,103.06161427089593,1479273.8058578
